Date,Time,Global_active_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Global_reactive_power,Voltage,Global_intensity
25/03/2026,00:00:00,0.2878160297785073,0.0,0.0,0.0,0.10576433201125149,236.79524732940666,1.2088273250697306
25/03/2026,00:01:00,0.4019341228221469,0.0,0.0,0.0,0.023680797739318506,239.98993602804703,1.6881233158530171
25/03/2026,00:02:00,0.2930353177688535,0.0,0.0,0.0,0.05575575292248228,238.15164022464194,1.2307483346291848
25/03/2026,00:03:00,0.2400946264706268,0.0,0.0,0.0,0.1609293226335656,236.64791807610746,1.0083974311766326
25/03/2026,00:04:00,0.3194530634320513,0.0,0.0,0.0,0.0400873736671473,238.28111008565273,1.3417028664146156
25/03/2026,00:05:00,0.39726482369776817,0.0,0.0,0.0,0.13504209863653813,238.33338742090976,1.6685122595306263
25/03/2026,00:06:00,0.44623420434184424,0.0,0.0,0.0,0.13767308319126775,235.60739204916868,1.8741836582357458
25/03/2026,00:07:00,0.41716935767032065,0.0,0.0,0.0,0.13763520950720629,235.54460455056957,1.7521113022153467
25/03/2026,00:08:00,0.4401041421336858,0.0,0.0,0.0,0.010842360564443654,235.52531538345204,1.8484373969614805
25/03/2026,00:09:00,0.36240763916288476,0.0,0.0,0.0,0.1469606292697316,240.0124373768798,1.522112084484116
25/03/2026,00:10:00,0.4435922840151605,0.0,0.0,0.0,0.0423079635273395,240.11249697741263,1.863087592863674
25/03/2026,00:11:00,0.42067348347292144,0.0,0.0,0.0,0.10955427847387361,241.6424544957584,1.7668286305862702
25/03/2026,00:12:00,0.2996024778207237,0.0,0.0,0.0,0.0282490132142321,241.31661643146177,1.2583304068470396
25/03/2026,00:13:00,0.33836555027338566,0.0,0.0,0.0,0.018530353402169686,236.630404862506,1.42113531114822
25/03/2026,00:14:00,0.46230240624192365,0.0,0.0,0.0,0.10054812518127645,238.37036532630881,1.9416701062160795
25/03/2026,00:15:00,0.46501746560566454,0.0,0.0,0.0,0.17789799501833992,241.0900852471534,1.9530733555437911
25/03/2026,00:16:00,0.2271413392920009,0.0,0.0,0.0,0.17832764377696875,239.62840304938703,0.9539936250264038
25/03/2026,00:17:00,0.25284904920415985,0.0,0.0,0.0,0.014554464278759838,235.73147352635667,1.0619660066574714
25/03/2026,00:18:00,0.49254431066546794,0.0,0.0,0.0,0.010368970148287571,240.85886675273775,2.0686861047949656
25/03/2026,00:19:00,0.30796183107721237,0.0,0.0,0.0,0.023229267522492505,235.23987972912036,1.293439690524292
25/03/2026,00:20:00,0.327166787401607,0.0,0.0,0.0,0.18144297854452454,237.9493640342053,1.3741005070867494
25/03/2026,00:21:00,0.49896967198347686,0.0,0.0,0.0,0.1897000601770238,237.79199362440698,2.095672622330603
25/03/2026,00:22:00,0.22777242383375595,0.0,0.0,0.0,0.10698700204875605,238.9006192647131,0.9566441801017751
25/03/2026,00:23:00,0.21601980144191144,0.0,0.0,0.0,0.17076071666227333,238.72080784384468,0.9072831660560281
25/03/2026,00:24:00,0.308883696706319,0.0,0.0,0.0,0.13125978352864784,239.118273413942,1.2973115261665398
25/03/2026,00:25:00,0.449306790982708,0.0,0.0,0.0,0.011157130561845086,238.1345485484752,1.8870885221273737
25/03/2026,00:26:00,0.4656717541577093,0.0,0.0,0.0,0.02523886764992782,235.2667760710742,1.955821367462379
25/03/2026,00:27:00,0.4167294229313888,0.0,0.0,0.0,0.10196647599636771,235.06020802177036,1.750263576311833
25/03/2026,00:28:00,0.37302795997483135,0.0,0.0,0.0,0.07982818089464515,235.8922221048819,1.5667174318942918
25/03/2026,00:29:00,0.34232068703923624,0.0,0.0,0.0,0.014693876603965352,239.69074144049145,1.4377468855647924
25/03/2026,00:30:00,0.4634173195385877,0.0,0.0,0.0,0.03294604433706529,240.78144540991087,1.9463527420620685
25/03/2026,00:31:00,0.41524001791454,0.0,0.0,0.0,0.1973449595053237,235.78342969554583,1.744008075241068
25/03/2026,00:32:00,0.44118248431288487,0.0,0.0,0.0,0.005265493270604971,241.88856951801813,1.8529664341141165
25/03/2026,00:33:00,0.4596174751412642,0.0,0.0,0.0,0.16350792281504514,238.56797175275088,1.93039339559331
25/03/2026,00:34:00,0.23332123409910305,0.0,0.0,0.0,0.02620567025836227,236.46440968173306,0.9799491832162328
25/03/2026,00:35:00,0.3176181107623002,0.0,0.0,0.0,0.06653272102871344,239.92674849010442,1.3339960652016607
25/03/2026,00:36:00,0.23719929029944908,0.0,0.0,0.0,0.07532562865720978,241.80501828453313,0.9962370192576862
25/03/2026,00:37:00,0.37441668436123404,0.0,0.0,0.0,0.0674674056694194,240.86324376510072,1.572550074317183
25/03/2026,00:38:00,0.46575562616626176,0.0,0.0,0.0,0.05137317790829783,236.10875619380684,1.9561736298982995
25/03/2026,00:39:00,0.3125851140002732,0.0,0.0,0.0,0.1355541534476858,240.87346516152672,1.3128574788011476
25/03/2026,00:40:00,0.3439788866502189,0.0,0.0,0.0,0.1491240900477305,238.3952563493561,1.4447113239309195
25/03/2026,00:41:00,0.2665122606947231,0.0,0.0,0.0,0.03841444159007099,237.60069476864774,1.1193514949178371
25/03/2026,00:42:00,0.4052731510336237,0.0,0.0,0.0,0.1395616472212637,236.15358851321707,1.7021472343412196
25/03/2026,00:43:00,0.4529057996832581,0.0,0.0,0.0,0.0029004431210624794,237.77312054435237,1.9022043586696842
25/03/2026,00:44:00,0.3117266819526486,0.0,0.0,0.0,0.023646934802593146,237.44999182533786,1.309252064201124
25/03/2026,00:45:00,0.2715934119222946,0.0,0.0,0.0,0.17388687801386726,240.52798624009932,1.1406923300736374
25/03/2026,00:46:00,0.4856715843673689,0.0,0.0,0.0,0.03122235228405943,238.75598014990354,2.0398206543429493
25/03/2026,00:47:00,0.450761447002517,0.0,0.0,0.0,0.13810787514936657,241.41586575522484,1.8931980774105717
25/03/2026,00:48:00,0.47108815953677463,0.0,0.0,0.0,0.05772843250217681,238.7236401597726,1.9785702700544536
25/03/2026,00:49:00,0.2550806667452761,0.0,0.0,0.0,0.1394965215190215,235.85224587708947,1.0713388003301596
25/03/2026,00:50:00,0.48467420730419275,0.0,0.0,0.0,0.09883244713203874,241.01710778342212,2.0356316706776094
25/03/2026,00:51:00,0.40621935824182,0.0,0.0,0.0,0.0231106293249165,240.03802020356312,1.706121304615644
25/03/2026,00:52:00,0.4319148403450137,0.0,0.0,0.0,0.12430721230213056,237.32320979901067,1.8140423294490577
25/03/2026,00:53:00,0.3090622414524976,0.0,0.0,0.0,0.15616621554198756,237.87843571024626,1.29806141410049
25/03/2026,00:54:00,0.32940430316116487,0.0,0.0,0.0,0.14416559489092662,235.5106350287718,1.3834980732768924
25/03/2026,00:55:00,0.41615747865259495,0.0,0.0,0.0,0.10890938334834797,237.5725092234413,1.747861410340899
25/03/2026,00:56:00,0.33365750365444535,0.0,0.0,0.0,0.11805202513948694,235.78815990940657,1.4013615153486705
25/03/2026,00:57:00,0.4465072583592602,0.0,0.0,0.0,0.13882861341839417,241.9728609288524,1.875330485108893
25/03/2026,00:58:00,0.4342643976383607,0.0,0.0,0.0,0.1207298444720608,235.91880319653526,1.823910470081115
25/03/2026,00:59:00,0.47167807808738654,0.0,0.0,0.0,0.1048486968718809,239.1780871158525,1.9810479279670237
25/03/2026,01:00:00,0.2991759074343499,0.0,0.0,0.0,0.03718492903269599,237.0187270610349,1.2565388112242697
25/03/2026,01:01:00,0.21526861812615364,0.0,0.0,0.0,0.084312241498113,235.71963197317143,0.9041281961298453
25/03/2026,01:02:00,0.40041335348624885,0.0,0.0,0.0,0.030111668043131635,236.2670707961117,1.6817360846422453
25/03/2026,01:03:00,0.3565974422299878,0.0,0.0,0.0,0.18021033095472755,239.7847403379148,1.4977092573659487
25/03/2026,01:04:00,0.36407468267398063,0.0,0.0,0.0,0.11395500535622285,237.21166271830882,1.5291136672307186
25/03/2026,01:05:00,0.40466988420501915,0.0,0.0,0.0,0.1925126343586191,235.51502557985899,1.6996135136610806
25/03/2026,01:06:00,0.22513393014484123,0.0,0.0,0.0,0.03564167872327291,240.85249863337108,0.9455625066083332
25/03/2026,01:07:00,0.3059677893361521,0.0,0.0,0.0,0.159550048885897,239.25040065639783,1.2850647152118388
25/03/2026,01:08:00,0.22774395629425206,0.0,0.0,0.0,0.07086431853958564,235.84279780817116,0.9565246164358587
25/03/2026,01:09:00,0.3449342720915086,0.0,0.0,0.0,0.021384557536493,237.2512731436897,1.4487239427843364
25/03/2026,01:10:00,0.31157463821377396,0.0,0.0,0.0,0.007861485090900478,240.82878342055102,1.3086134804978506
25/03/2026,01:11:00,0.497636922928255,0.0,0.0,0.0,0.10659925056537388,241.900307272017,2.090075076298671
25/03/2026,01:12:00,0.27987217091553024,0.0,0.0,0.0,0.12568817176582,235.59712473972564,1.175463117845227
25/03/2026,01:13:00,0.3253355794693905,0.0,0.0,0.0,0.14260200786729677,240.22010929148504,1.3664094337714403
